season,player,pfr_id,tm,age,pos,g,gs,att,yds,td,x1d,ybc,ybc_att,yac,yac_att,brk_tkl,att_br,loaded
2022,David Blough,BlouDa00,ARI,27.0,QB,2.0,2.0,4.0,5.0,0.0,0.0,5.0,1.3,0.0,0.0,0.0,,2023-08-28
2022,Treylon Burks,BurkTr00,TEN,22.0,WR,11.0,6.0,4.0,47.0,0.0,3.0,32.0,8.0,15.0,3.8,0.0,,2023-08-28
2022,Pharoh Cooper,CoopPh00,ARI,27.0,WR,5.0,1.0,4.0,15.0,0.0,,12.0,3.0,3.0,0.8,1.0,4.0,2023-08-28
2022,CJ Ham,HamxC.00,MIN,29.0,FB,17.0,4.0,4.0,7.0,2.0,3.0,5.0,1.3,2.0,0.5,0.0,,2023-08-28
2022,Mecole Hardman,HardMe00,KC,24.0,WR,8.0,5.0,4.0,31.0,2.0,3.0,27.0,6.8,4.0,1.0,1.0,4.0,2023-08-28
2022,Mack Hollins,HollMa00,LV,29.0,WR,17.0,16.0,4.0,40.0,0.0,2.0,38.0,9.5,2.0,0.5,0.0,,2023-08-28
2022,Zander Horvath,HorvZa00,LAC,24.0,FB,15.0,2.0,4.0,8.0,0.0,2.0,6.0,1.5,2.0,0.5,0.0,,2023-08-28
2022,Justin Jefferson,JeffJu00,MIN,23.0,WR,17.0,17.0,4.0,24.0,1.0,2.0,21.0,5.3,3.0,0.8,0.0,,2023-08-28
2022,Jerry Jeudy,JeudJe00,DEN,23.0,WR,15.0,14.0,4.0,40.0,0.0,4.0,35.0,8.8,5.0,1.3,0.0,,2023-08-28
2022,DErnest Johnson,JohnDE04,CLE,26.0,RB,15.0,0.0,4.0,17.0,0.0,1.0,5.0,1.3,12.0,3.0,0.0,,2023-08-28
2022,Zay Jones,JoneZa00,JAX,27.0,WR,16.0,15.0,4.0,18.0,0.0,1.0,16.0,4.0,2.0,0.5,0.0,,2023-08-28
2022,Ray-Ray McCloud,McClRa00,SF,26.0,WR,17.0,2.0,4.0,78.0,1.0,1.0,76.0,19.0,2.0,0.5,0.0,,2023-08-28
2022,Nick Mullens,MullNi00,MIN,27.0,QB,4.0,0.0,4.0,8.0,0.0,1.0,7.0,1.8,1.0,0.3,0.0,,2023-08-28
2022,Adam Prentice,PrenAd00,NO,25.0,FB,11.0,2.0,4.0,9.0,0.0,3.0,3.0,0.8,6.0,1.5,0.0,,2023-08-28
2022,Jalen Reagor,ReagJa00,MIN,23.0,WR,17.0,0.0,4.0,25.0,0.0,1.0,21.0,5.3,4.0,1.0,0.0,,2023-08-28
2022,Anthony Schwartz,SchwAn00,CLE,22.0,WR,11.0,1.0,4.0,57.0,1.0,2.0,55.0,13.8,2.0,0.5,0.0,,2023-08-28
2022,Rashid Shaheed,ShahRa00,NO,24.0,WR,12.0,6.0,4.0,57.0,1.0,2.0,41.0,10.3,16.0,4.0,1.0,4.0,2023-08-28
2022,Trevor Siemian,SiemTr00,CHI,31.0,QB,2.0,1.0,4.0,8.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,,2023-08-28
2022,Trent Taylor,TaylTr02,CIN,28.0,WR,16.0,1.0,4.0,15.0,0.0,0.0,12.0,3.0,3.0,0.8,1.0,4.0,2023-08-28
2022,DJ Turner,TurnDJ00,LV,25.0,WR,9.0,0.0,4.0,26.0,0.0,1.0,7.0,1.8,19.0,4.8,0.0,,2023-08-28
2022,Garrett Wilson,WilsGa00,NYJ,22.0,WR,17.0,12.0,4.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,,2023-08-28
2022,Davante Adams,AdamDa01,LV,30.0,WR,17.0,17.0,3.0,-1.0,0.0,0.0,-1.0,-0.3,0.0,0.0,1.0,3.0,2023-08-28
2022,Brandon Allen,AlleBr00,CIN,30.0,QB,1.0,0.0,3.0,-1.0,0.0,1.0,-1.0,-0.3,0.0,0.0,0.0,,2023-08-28
2022,Mark Andrews,AndrMa00,BAL,27.0,TE,15.0,15.0,3.0,8.0,0.0,3.0,4.0,1.3,4.0,1.3,0.0,,2023-08-28
2022,Reggie Bonnafon,BonnRe00,WAS,26.0,RB,1.0,0.0,3.0,8.0,0.0,,5.0,1.7,3.0,1.0,0.0,,2023-08-28
2022,Teddy Bridgewater,BridTe00,MIA,30.0,QB,5.0,2.0,3.0,27.0,0.0,2.0,25.0,8.3,2.0,0.7,0.0,,2023-08-28
2022,Anthony Brown,BrowAn06,BAL,24.0,QB,2.0,1.0,3.0,-5.0,0.0,0.0,-5.0,-1.7,0.0,0.0,0.0,,2023-08-28
2022,Joe Flacco,FlacJo00,NYJ,37.0,QB,5.0,4.0,3.0,6.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,,2023-08-28
2022,Chris Godwin,GodwCh00,TB,26.0,WR,15.0,13.0,3.0,5.0,0.0,0.0,4.0,1.3,1.0,0.3,0.0,,2023-08-28
2022,Godwin Igwebuike,IgweGo00,SEA,28.0,RB,5.0,0.0,3.0,4.0,0.0,,4.0,1.3,0.0,0.0,0.0,,2023-08-28
2022,Chris Moore,MoorCh00,HOU,29.0,WR,16.0,7.0,3.0,3.0,0.0,0.0,2.0,0.7,1.0,0.3,0.0,,2023-08-28
2022,Skyy Moore,MoorSk01,KC,22.0,WR,16.0,3.0,3.0,24.0,0.0,1.0,21.0,7.0,3.0,1.0,0.0,,2023-08-28
2022,Chigoziem Okonkwo,OkonCh00,TEN,23.0,TE,17.0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,,2023-08-28
2022,KJ Osborn,OsboKJ00,MIN,25.0,WR,17.0,9.0,3.0,6.0,0.0,2.0,2.0,0.7,4.0,1.3,1.0,3.0,2023-08-28
2022,Devine Ozigbo,OzigDe01,DEN,26.0,RB,4.0,0.0,3.0,4.0,0.0,,2.0,0.7,2.0,0.7,0.0,,2023-08-28
2022,George Pickens,PickGe00,PIT,21.0,WR,17.0,12.0,3.0,24.0,1.0,2.0,20.0,6.7,4.0,1.3,0.0,,2023-08-28
2022,Michael Pittman,PittMi01,IND,25.0,WR,16.0,16.0,3.0,30.0,0.0,2.0,24.0,8.0,6.0,2.0,0.0,,2023-08-28
2022,Tyquan Thornton,ThorTy00,NE,22.0,WR,13.0,9.0,3.0,16.0,1.0,1.0,16.0,5.3,0.0,0.0,0.0,,2023-08-28
2022,KaVontae Turpin,TurpKa00,DAL,26.0,WR,17.0,0.0,3.0,17.0,0.0,1.0,17.0,5.7,0.0,0.0,0.0,,2023-08-28
2022,Jaylen Waddle,WaddJa00,MIA,24.0,WR,17.0,17.0,3.0,26.0,0.0,0.0,16.0,5.3,10.0,3.3,0.0,,2023-08-28
2022,Quez Watkins,WatkQu00,PHI,24.0,WR,17.0,8.0,3.0,1.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,,2023-08-28
2022,Brandon Aiyuk,AiyuBr00,SF,24.0,WR,17.0,17.0,2.0,23.0,0.0,1.0,15.0,7.5,8.0,4.0,0.0,,2023-08-28
2022,Andrew Beck,BeckAn01,DEN,26.0,FB,13.0,4.0,2.0,0.0,0.0,0.0,-1.0,-0.5,1.0,0.5,0.0,,2023-08-28
2022,Tim Boyle,BoylTi00,CHI,28.0,QB,1.0,0.0,2.0,-2.0,0.0,0.0,-2.0,-1.0,0.0,0.0,0.0,,2023-08-28
2022,DeAndre Carter,CartDe02,LAC,29.0,WR,17.0,7.0,2.0,-15.0,0.0,0.0,-15.0,-7.5,0.0,0.0,0.0,,2023-08-28
2022,Tyler Conklin,ConkTy00,NYJ,27.0,TE,17.0,16.0,2.0,3.0,0.0,2.0,2.0,1.0,1.0,0.5,0.0,,2023-08-28
2022,Brandin Cooks,CookBr00,HOU,29.0,WR,13.0,13.0,2.0,7.0,0.0,0.0,7.0,3.5,0.0,0.0,0.0,,2023-08-28
2022,Michael Dickson,DickMi00,SEA,26.0,P,17.0,0.0,2.0,-18.0,0.0,,-18.0,-9.0,0.0,0.0,0.0,,2023-08-28
2022,Jahan Dotson,DotsJa00,WAS,22.0,WR,12.0,10.0,2.0,-7.0,0.0,0.0,-8.0,-4.0,1.0,0.5,0.0,,2023-08-28
2022,Ashton Dulin,DuliAs00,IND,25.0,WR,12.0,2.0,2.0,8.0,0.0,1.0,6.0,3.0,2.0,1.0,0.0,,2023-08-28
2022,Evan Engram,EngrEv00,JAX,28.0,TE,17.0,14.0,2.0,13.0,0.0,1.0,13.0,6.5,0.0,0.0,0.0,,2023-08-28
2022,DWayne Eskridge,EskrDW00,SEA,25.0,WR,10.0,0.0,2.0,10.0,0.0,0.0,9.0,4.5,1.0,0.5,0.0,,2023-08-28
2022,Nick Foles,FoleNi00,IND,33.0,QB,3.0,2.0,2.0,8.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,,2023-08-28
2022,Jamie Gillan,GillJa00,NYG,25.0,P,17.0,0.0,2.0,-3.0,0.0,,-3.0,-1.5,0.0,0.0,0.0,,2023-08-28
2022,Marquise Goodwin,GoodMa00,SEA,32.0,WR,13.0,2.0,2.0,5.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0,,2023-08-28
2022,KJ Hamler,HamlKJ00,DEN,23.0,WR,7.0,0.0,2.0,23.0,0.0,1.0,13.0,6.5,10.0,5.0,1.0,2.0,2023-08-28
2022,Connor Heyward,HeywCo00,PIT,23.0,TE,17.0,0.0,2.0,27.0,0.0,2.0,24.0,12.0,3.0,1.5,0.0,,2023-08-28
2022,Kendall Hinton,HintKe00,DEN,25.0,WR,12.0,5.0,2.0,13.0,0.0,1.0,13.0,6.5,0.0,0.0,0.0,,2023-08-28
2022,Richie James,JameRi00,NYG,27.0,WR,17.0,4.0,2.0,6.0,0.0,0.0,2.0,1.0,4.0,2.0,1.0,2.0,2023-08-28
2022,Duke Johnson,JohnDu00,BUF,29.0,RB,1.0,0.0,2.0,4.0,0.0,1.0,1.0,0.5,3.0,1.5,0.0,,2023-08-28
2022,Josh Johnson,JohnJo05,SF,36.0,QB,2.0,0.0,2.0,3.0,0.0,0.0,-1.0,-0.5,4.0,2.0,0.0,,2023-08-28
2022,Travis Kelce,KelcTr00,KC,33.0,TE,17.0,17.0,2.0,5.0,0.0,1.0,1.0,0.5,4.0,2.0,0.0,,2023-08-28
2022,Cole Kmet,KmetCo00,CHI,23.0,TE,17.0,17.0,2.0,9.0,0.0,1.0,9.0,4.5,0.0,0.0,0.0,,2023-08-28
2022,Allen Lazard,LazaAl00,GB,27.0,WR,15.0,15.0,2.0,0.0,0.0,0.0,-1.0,-0.5,1.0,0.5,0.0,,2023-08-28
2022,Jakobi Meyers,MeyeJa01,NE,26.0,WR,14.0,13.0,2.0,-11.0,0.0,2.0,-15.0,-7.5,4.0,2.0,0.0,,2023-08-28
2022,Ty Montgomery,MontTy01,NE,29.0,WR,1.0,0.0,2.0,-2.0,0.0,0.0,-2.0,-1.0,0.0,0.0,0.0,,2023-08-28
2022,CJ Moore,MoorCJ01,DET,27.0,S,11.0,0.0,2.0,55.0,0.0,2.0,55.0,27.5,0.0,0.0,0.0,,2023-08-28
2022,David Njoku,NjokDa00,CLE,26.0,TE,14.0,14.0,2.0,-8.0,0.0,0.0,-8.0,-4.0,0.0,0.0,0.0,,2023-08-28
2022,Breshad Perriman,PerrBr02,TB,29.0,WR,11.0,3.0,2.0,-7.0,0.0,0.0,-7.0,-3.5,0.0,0.0,0.0,,2023-08-28
2022,Nathan Peterman,PeteNa00,CHI,28.0,QB,3.0,1.0,2.0,7.0,0.0,0.0,6.0,3.0,1.0,0.5,0.0,,2023-08-28
2022,Dante Pettis,PettDa00,CHI,27.0,WR,17.0,7.0,2.0,37.0,0.0,2.0,37.0,18.5,0.0,0.0,0.0,,2023-08-28
2022,WanDale Robinson,RobiWa01,NYG,21.0,WR,6.0,3.0,2.0,-1.0,0.0,0.0,-1.0,-0.5,0.0,0.0,0.0,,2023-08-28
2022,Amari Rodgers,RodgAm00,2TM,23.0,,16.0,1.0,2.0,7.0,0.0,0.0,7.0,3.5,0.0,0.0,0.0,,2023-08-28
2022,Armani Rogers,RogeAr00,WAS,25.0,TE,11.0,3.0,2.0,26.0,0.0,1.0,1.0,0.5,25.0,12.5,0.0,,2023-08-28
2022,Trey Sermon,SermTr00,PHI,23.0,RB,2.0,0.0,2.0,19.0,0.0,2.0,10.0,5.0,9.0,4.5,0.0,,2023-08-28
2022,Durham Smythe,SmytDu00,MIA,27.0,TE,16.0,15.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,,2023-08-28
2022,Deven Thompkins,ThomDe07,TB,23.0,WR,5.0,1.0,2.0,26.0,0.0,1.0,22.0,11.0,4.0,2.0,0.0,,2023-08-28
2022,Damien Williams,WillDa05,ATL,30.0,RB,1.0,1.0,2.0,2.0,0.0,,0.0,0.0,2.0,1.0,0.0,,2023-08-28
2022,Olamide Zaccheaus,ZaccOl01,ATL,25.0,WR,17.0,13.0,2.0,7.0,0.0,1.0,-6.0,-3.0,13.0,6.5,0.0,,2023-08-28
2022,Keenan Allen,AlleKe00,LAC,30.0,WR,10.0,10.0,1.0,8.0,0.0,1.0,6.0,6.0,2.0,2.0,0.0,,2023-08-28
2022,Marcus Allen,AlleMa03,PIT,26.0,LB,15.0,0.0,1.0,4.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,,2023-08-28
2022,Bryan Anger,AngeBr00,DAL,34.0,P,17.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2023-08-28
2022,Tyler Badie,BadiTy00,DEN,22.0,RB,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023-08-28
2022,Daniel Bellinger,BellDa00,NYG,22.0,TE,12.0,11.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,,2023-08-28
2022,Nick Bellore,BellNi01,SEA,33.0,LB,16.0,0.0,1.0,3.0,0.0,,1.0,1.0,2.0,2.0,0.0,,2023-08-28
2022,Dyami Brown,BrowDy00,WAS,23.0,WR,15.0,0.0,1.0,15.0,0.0,1.0,15.0,15.0,0.0,0.0,0.0,,2023-08-28
2022,Marquise Brown,BrowMa04,ARI,25.0,WR,12.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,2023-08-28
2022,Harrison Bryant,BryaHa00,CLE,24.0,TE,17.0,9.0,1.0,8.0,0.0,1.0,6.0,6.0,2.0,2.0,0.0,,2023-08-28
2022,Jason Cabinda,CabiJa00,DET,26.0,FB,8.0,2.0,1.0,4.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,,2023-08-28
2022,Sean Chandler,ChanSe00,CAR,26.0,S,17.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,,2023-08-28
2022,Chase Daniel,DaniCh00,LAC,36.0,QB,4.0,0.0,1.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,,2023-08-28
2022,Jaelon Darden,DardJa00,2TM,23.0,,14.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,2023-08-28
2022,Ashtyn Davis,DaviAs00,NYJ,26.0,S,14.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,2023-08-28
2022,Stefon Diggs,DiggSt00,BUF,29.0,WR,16.0,16.0,1.0,-3.0,0.0,0.0,-3.0,-3.0,0.0,0.0,0.0,,2023-08-28
2022,Romeo Doubs,DoubRo00,GB,22.0,WR,13.0,7.0,1.0,11.0,0.0,1.0,11.0,11.0,0.0,0.0,0.0,,2023-08-28
2022,Gerald Everett,EverGe00,LAC,28.0,TE,16.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023-08-28
2022,Matthias Farley,FarlMa00,LV,30.0,S,17.0,0.0,1.0,-3.0,0.0,,-3.0,-3.0,0.0,0.0,0.0,,2023-08-28
2022,Clayton Fejedelem,FejeCl00,MIA,29.0,S,13.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2023-08-28
2022,Demetric Felton,FeltDe00,CLE,24.0,RB,8.0,2.0,1.0,-4.0,0.0,,-4.0,-4.0,0.0,0.0,0.0,,2023-08-28
2022,Feleipe Franks,FranFe00,ATL,25.0,TE,11.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2023-08-28
2022,Kylen Granson,GranKy00,IND,24.0,TE,13.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023-08-28
2022,Danny Gray,GrayDa02,SF,23.0,WR,13.0,0.0,1.0,9.0,0.0,0.0,2.0,2.0,7.0,7.0,0.0,,2023-08-28
2022,Noah Gray,GrayNo00,KC,23.0,TE,17.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,2023-08-28
2022,Peyton Hendershot,HendPe01,DAL,23.0,TE,17.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,,2023-08-28
2022,Kylin Hill,HillKy00,GB,24.0,RB,2.0,0.0,1.0,7.0,0.0,1.0,2.0,2.0,5.0,5.0,0.0,,2023-08-28
2022,Jordan Howard,HowaJo00,NO,28.0,RB,2.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,1.0,0.0,,2023-08-28
2022,Robert Hunt,HuntRo01,MIA,26.0,OL,17.0,17.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2023-08-28
2022,Trenton Irwin,IrwiTr00,CIN,27.0,WR,9.0,2.0,1.0,11.0,0.0,1.0,8.0,8.0,3.0,3.0,0.0,,2023-08-28
2022,Andy Isabella,IsabAn00,2TM,26.0,,5.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,2023-08-28
2022,Dallin Leavitt,LeavDa00,GB,28.0,S,17.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2023-08-28
2022,Jordan Love,LoveJo03,GB,24.0,QB,4.0,0.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,,2023-08-28
2022,Racey McMath,McMaRa00,TEN,23.0,WR,5.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,,2023-08-28
2022,Scott Miller,MillSc01,TB,25.0,WR,15.0,1.0,1.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,,2023-08-28
2022,Darnell Mooney,MoonDa00,CHI,25.0,WR,12.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,,2023-08-28
2022,Josh Palmer,PalmJo00,LAC,24.0,WR,16.0,11.0,1.0,4.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,,2023-08-28
2022,Zach Pascal,PascZa00,PHI,28.0,WR,17.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023-08-28
2022,Donovan Peoples-Jones,PeopDo00,CLE,23.0,WR,17.0,14.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,2023-08-28
2022,Ben Skowronek,SkowBe00,LA,25.0,WR,14.0,11.0,1.0,17.0,1.0,1.0,17.0,17.0,0.0,0.0,0.0,,2023-08-28
2022,Jonnu Smith,SmitJo01,NE,27.0,TE,14.0,8.0,1.0,5.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,,2023-08-28
2022,Keith Smith,SmitKe03,ATL,30.0,FB,17.0,6.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,,2023-08-28
2022,Ihmir Smith-Marsette,SmitIh00,2TM,23.0,,8.0,0.0,1.0,-1.0,0.0,,-1.0,-1.0,0.0,0.0,0.0,,2023-08-28
2022,MJ Stewart,StewM.00,HOU,27.0,DB,17.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,,2023-08-28
2022,Courtland Sutton,SuttCo00,DEN,27.0,WR,15.0,15.0,1.0,5.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,,2023-08-28
2022,Adam Thielen,ThieAd00,MIN,32.0,WR,17.0,17.0,1.0,4.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,,2023-08-28
2022,Marquez Valdes-Scantling,ValdMa00,KC,28.0,WR,17.0,11.0,1.0,-3.0,0.0,0.0,-3.0,-3.0,0.0,0.0,1.0,1.0,2023-08-28
2022,Jameson Williams,WillJa11,DET,21.0,WR,6.0,0.0,1.0,40.0,0.0,1.0,37.0,37.0,3.0,3.0,0.0,,2023-08-28
2022,Cedrick Wilson,WilsCe01,MIA,27.0,WR,15.0,0.0,1.0,8.0,0.0,0.0,1.0,1.0,7.0,7.0,1.0,1.0,2023-08-28
2022,Michael Woods,WoodMi00,CLE,22.0,WR,10.0,0.0,1.0,-5.0,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,,2023-08-28
